,id,Name,Gender,Account created at,Bio-cluster,Tweet cluster,Sentiment,Verification Status,Followers Network Metrics,Number of Followers,Friends Network-metrics,Total Tweet activity,Retweet count,Activity status,Media attachments,Source of tweet,Location
1237,1526173692094447620,Unlimited,Unknown,2020,cluster0,Topic3,Neutral,False,Not Influential,41,299,445,0,Highly active,No Media Attached,Twitter for iPhone,
1238,1526173201520553990,⛓⛓CryptoMeowLord⛓⛓,Unknown,2018,cluster0,Topic0,Neutral,False,Not Influential,1077,4162,3676,0,Highly active,No Media Attached,Twitter for iPhone,Australia
1239,1526173185011499008,کاشف اعوان,Unknown,2011,cluster0,Topic3,Neutral,False,Not Influential,6441,1519,165251,0,Highly active,No Media Attached,Twitter Web App,"Lahore, Pakistan"
1240,1526173129382539265,David L. Tranbarger,M,2009,cluster0,Topic0,Neutral,False,Not Influential,2694,802,5255,1,Highly active,No Media Attached,Twitter Web App,"Sarasota, Florida"
1241,1526173056896536578,King of Alcatraz 👑,M,2020,cluster3,Topic0,Neutral,False,Not Influential,17,64,574,0,Highly active,No Media Attached,Twitter for Android,
1242,1526172455575998467,Global Choice,Unknown,2022,cluster0,Topic0,Positive,False,Not Influential,0,75,89,0,Highly active,No Media Attached,Twitter for Android,"Lagos, Nigeria"
1243,1526171893694271489,excalibruh,Unknown,2012,cluster0,Topic0,Neutral,False,Not Influential,15,330,200,0,Highly active,No Media Attached,Twitter for Android,"Brisbane, Queensland"
1244,1526171459772526599,William Fouty,N,2021,cluster0,Topic3,Positive,False,Not Influential,2,23,38,0,Not that active,No Media Attached,Twitter Web App,
1245,1526171138333843461,WilP,Unknown,2021,cluster2,Topic3,Neutral,False,Not Influential,0,158,47,0,Not that active,No Media Attached,Twitter Web App,
1246,1526171028426219524,♠️,Unknown,2014,cluster0,Topic3,negative,False,Not Influential,147,154,28470,0,Highly active,No Media Attached,Twitter for Android,Paraguay
1247,1526170751765708800,Jecolon Baez,F,2021,cluster3,Topic3,Positive,False,Not Influential,1,12,56,0,Highly active,No Media Attached,Twitter Web App,
1248,1526170404460576768,Boxing and games,Unknown,2021,cluster0,Topic3,negative,False,Not Influential,797,1052,12317,0,Highly active,No Media Attached,Twitter for iPhone,In a basement 
1249,1526170234465529856,Peta Feiner,F,2010,cluster0,Topic3,Neutral,False,Not Influential,209,684,4813,0,Highly active,No Media Attached,Twitter for iPhone,"Fort Lauderdale, FL"
1250,1526170186411171840,J Perez,M,2013,cluster5,Topic3,negative,False,Not Influential,50,427,3103,0,Highly active,No Media Attached,Twitter for iPhone,"Osorno, Chile"
1251,1526169898279378945,Constant,N,2021,cluster0,Topic3,Neutral,False,Not Influential,4,8,20,0,Not that active,No Media Attached,Twitter for iPhone,
1252,1526169257557512192,iKendelL,Unknown,2021,cluster0,Topic0,Neutral,False,Not Influential,2,111,83,0,Highly active,No Media Attached,Twitter for Android,"Distrito Federal, México"
1253,1526168960105861122,Richard Brace,M,2022,cluster0,Topic3,negative,False,Not Influential,1,20,35,0,Not that active,No Media Attached,Twitter for iPhone,
1254,1526168782091206656,Mark R,M,2022,cluster0,Topic0,Positive,False,Not Influential,66,1367,5085,0,Highly active,No Media Attached,Twitter Web App,The Netherlands
1255,1526168768455626752,JaelJudges421,Unknown,2019,cluster0,Topic3,Neutral,False,Not Influential,631,22,27921,0,Highly active,No Media Attached,Twitter Web App,
1256,1526168554030112768,Rebecca 🇺🇦 STAND WITH UKRAINE 🇺🇦,F,2008,cluster0,Topic2,Neutral,False,Not Influential,797,936,25356,0,Highly active,No Media Attached,Twitter for iPhone,Atlanta
1257,1526168324442300417,Joseph Alviano,M,2019,cluster0,Topic0,Neutral,False,Not Influential,26,138,2546,0,Highly active,No Media Attached,Twitter for Android,
1258,1526168260215025667,danshay7,F,2022,cluster0,Topic5,Positive,False,Not Influential,1,31,19,0,Not that active,No Media Attached,Twitter for iPhone,
1259,1526168245807480832,Robert Stark,M,2021,cluster0,Topic3,Neutral,False,Not Influential,76,284,2123,0,Highly active,No Media Attached,Twitter for Android,"Camp Verde, AZ"
1260,1526168167453798400,T. P.,F,2009,cluster0,Topic3,Neutral,False,Not Influential,441,880,1958,0,Highly active,No Media Attached,Twitter for iPhone,Light Town
1261,1526167871537176578,Tweet(y)pie,Unknown,2012,cluster0,Topic4,negative,False,Not Influential,181,964,8853,0,Highly active,No Media Attached,Twitter for iPhone,South East England
1262,1526167816910430210,dumb memer mallu,M,2019,cluster0,Topic3,negative,False,Not Influential,1680,1217,23093,0,Highly active,No Media Attached,Twitter for Android,ചാരുകസേര
1263,1526167747209711616,Ian Brooker,F,2009,cluster0,Topic3,Neutral,False,Not Influential,662,1278,46230,0,Highly active,No Media Attached,Twitter Web App,London
1264,1526167466438643712,₿en Jammin,F,2022,cluster0,Topic3,negative,False,Not Influential,17,101,130,0,Highly active,No Media Attached,Twitter for Android,
1265,1526167436118065152,R-DXB991,Unknown,2011,cluster0,Topic2,Neutral,False,Not Influential,666,1117,123598,0,Highly active,No Media Attached,Twitter for iPhone,"Dubai, The U.A.E 🇦🇪"
1266,1526167353620193280,@diti,F,2019,cluster0,Topic3,Neutral,False,Not Influential,5,370,35,0,Not that active,No Media Attached,Twitter for Android,
1267,1526166883677769729,Eric 🇺🇦🌻,F,2016,cluster0,Topic3,Positive,False,Not Influential,1538,1423,670,0,Highly active,No Media Attached,Twitter for Android,"Denver, Colorado USA"
1268,1526166701733298179,Toni Stamate,F,2022,cluster0,Topic3,Positive,False,Not Influential,27,298,45,0,Not that active,No Media Attached,Twitter for Android,Romania
1269,1526166658984951808,The_McG,Unknown,2020,cluster3,Topic0,Neutral,False,Not Influential,142,406,7085,0,Highly active,No Media Attached,Twitter for Android,
1270,1526166303429431297,Adam,M,2012,cluster0,Topic3,Neutral,False,Not Influential,2022,2123,6558,0,Highly active,No Media Attached,Twitter Web App,United States
1271,1526166196944523267,ᑎᎥⓀØƬℜØⓁට,Unknown,2020,cluster0,Topic3,negative,False,Not Influential,1026,2071,15707,0,Highly active,No Media Attached,Twitter for iPhone,The Marvel Set
1272,1526166082414907393,I_-AM_ISSA,Unknown,2021,cluster0,Topic0,Neutral,False,Not Influential,498,441,1138,0,Highly active,No Media Attached,Twitter Web App,Idk
1273,1526165892484194304,Lee Lee,F,2015,cluster0,Topic3,Neutral,False,Not Influential,515,917,2454,0,Highly active,No Media Attached,Twitter Web App,"Hendersonville, TN"
1274,1526165703782543361,Jean-Christoph Bourdier 🇺🇦,M,2022,cluster0,Topic3,Neutral,False,Not Influential,42,216,877,0,Highly active,No Media Attached,Twitter Web App,Charleston SC
1275,1526165660660862979,Do you mind? ❣️,F,2017,cluster0,Topic3,negative,False,Not Influential,30,117,261,0,Highly active,No Media Attached,Twitter for iPhone,"Miami, FL"
1276,1526165558743425024,Martin Slot,M,2009,cluster0,Topic3,Neutral,False,Not Influential,92,296,5423,0,Highly active,No Media Attached,Twitter Web App,Denmark
1277,1526165220800208896,JDrolla ,Unknown,2011,cluster0,Topic3,Neutral,False,Not Influential,1804,884,13547,0,Highly active,No Media Attached,Twitter for iPhone,🐶
1278,1526164936782659584,Microcapper,Unknown,2021,cluster0,Topic3,Neutral,False,Not Influential,38,947,601,0,Highly active,No Media Attached,Twitter for Android,
1279,1526164540261539840,MR GAVIN NONCE MCALPINE,F,2021,cluster2,Topic3,Positive,False,Not Influential,4,8,333,0,Highly active,No Media Attached,Twitter Web App,Nonce Palace self isolating BS
1280,1526164496678535169,Sp00k,Unknown,2022,cluster0,Topic3,Neutral,False,Not Influential,4,100,9,0,Not that active,No Media Attached,Twitter Web App,
1281,1526164366999138305,apophenic,Unknown,2022,cluster0,Topic3,Positive,False,Not Influential,0,3,48,0,Not that active,No Media Attached,Twitter for Android,
1282,1526164330013773825,Unruly,Unknown,2022,cluster3,Topic2,Positive,False,Not Influential,44,124,988,0,Highly active,No Media Attached,Twitter for Android,
1283,1526164149721567232,Robin Scott,F,2018,cluster2,Topic0,Neutral,False,Not Influential,227,433,8281,0,Highly active,No Media Attached,Twitter for iPhone,Bouvet 54°25.8′S 3°22.8′E
1284,1526164087499104256,Lee C,F,2011,cluster0,Topic2,Neutral,False,Not Influential,1428,2182,20456,0,Highly active,No Media Attached,Twitter for Android,Park Lane Lower 
1285,1526163658367062016,Nomadic Drifter,Unknown,2020,cluster0,Topic0,Neutral,False,Not Influential,648,897,10973,0,Highly active,No Media Attached,Twitter for Android,Everywhere
1286,1526163411335258113,B.P1,Unknown,2009,cluster0,Topic0,Neutral,False,Not Influential,6322,4549,412968,0,Highly active,No Media Attached,Twitter for Android,🌐
1287,1526162905686806528,Roland Tembo,M,2016,cluster0,Topic3,Neutral,False,Not Influential,42,222,898,0,Highly active,No Media Attached,Twitter Web App,
1288,1526162793287892992,FastBitcoins.com,Unknown,2018,cluster4,Topic3,Neutral,False,Not Influential,3101,279,5715,0,Highly active,No Media Attached,Twitter for Android,Worldwide
1289,1526162785763221506,David Reynolds 🇺🇦,M,2009,cluster0,Topic3,Neutral,False,Not Influential,523,1899,28950,0,Highly active,No Media Attached,Twitter for iPhone,Whereabouts unknown
1290,1526162331335593984,OFFski,Unknown,2022,cluster0,Topic3,Neutral,False,Not Influential,2,37,8,0,Not that active,No Media Attached,Twitter Web App,
1291,1526162306672885762,Jack D. Ripper,M,2012,cluster0,Topic3,Neutral,False,Not Influential,993,1458,14982,0,Highly active,No Media Attached,Twitter Web App,"I'm still here, how 'bout that"
1292,1526161983023861761,"Rihilism, Professional Dilettante™ 🏳️‍🌈",Unknown,2017,cluster0,Topic3,negative,False,Not Influential,614,1001,14707,1,Highly active,No Media Attached,Twitter Web App,"Selectivenigh City, Ioway, US"
1293,1526161703410483200,Dr.LOST 🎈,Unknown,2011,cluster0,Topic3,Positive,False,Not Influential,166,1528,9601,0,Highly active,No Media Attached,Twitter for Android,
1294,1526161698243084288,Vagner Bellacosa,Unknown,2015,cluster0,Topic3,Neutral,False,Not Influential,4552,4997,73420,0,Highly active,No Media Attached,Twitter Web App,"Itatiba, Brasil"
1295,1526161685060685824,The Kiba Acoomulatoor,F,2021,cluster0,Topic3,Neutral,False,Not Influential,533,835,5742,1,Highly active,No Media Attached,Twitter for Android,
1296,1526161159413538816,Catalina 🅳🅾🅶🅴,F,2021,cluster0,Topic3,Neutral,False,Influential,29061,1135,34142,0,Highly active,No Media Attached,Twitter for iPhone,Moon
1297,1526161148210556931,Miles Karp,F,2021,cluster0,Topic3,negative,False,Not Influential,7,20,108,0,Highly active,No Media Attached,Twitter for iPhone,"Savannah, GA"
1298,1526161004090085382,Steven Santangelo,M,2010,cluster0,Topic3,negative,False,Not Influential,38,138,264,0,Highly active,No Media Attached,Twitter for iPhone,"Wood-Ridge, NJ"
1299,1526160940911190016,paddy,F,2012,cluster2,Topic3,Neutral,False,Not Influential,158,774,3807,0,Highly active,No Media Attached,Twitter for Android,Norway
1300,1526160779799834624,I'm spy,F,2022,cluster0,Topic3,Positive,False,Not Influential,596,1412,1907,0,Highly active,No Media Attached,Twitter for Android,Davao Region Philippines
1301,1526160726758285312,WTFira 🌐🌺🇵🇸 #2K+🏴,Unknown,2013,cluster3,Topic3,Positive,False,Not Influential,381,536,52289,0,Highly active,No Media Attached,Twitter for Android,"Kuala Lumpur, Malaysia"
1302,1526160379788857350,moco scribe,F,2009,cluster4,Topic3,Positive,False,Not Influential,710,330,1270,0,Highly active,No Media Attached,Twitter for Android,London England
1303,1526160311404924928,tell your dog i said hi,F,2009,cluster0,Topic3,Positive,False,Not Influential,98,286,9267,0,Highly active,No Media Attached,Twitter for iPhone,Detroit.... City of Tomorrow
1304,1526160278823374848,Kronus1234,M,2021,cluster0,Topic1,negative,False,Not Influential,56,224,6278,0,Highly active,No Media Attached,Twitter for iPhone,"Brisbane, Queensland"
1305,1526160201191108608,infobnn_kab_kolaka,Unknown,2021,cluster0,Topic1,Neutral,False,Not Influential,218,35,198,0,Highly active,No Media Attached,Twitter for Android,Kolaka
1306,1526159991719313408,sujiro karipuna 🏹,Unknown,2021,cluster0,Topic3,Neutral,False,Not Influential,1070,405,44573,0,Highly active,No Media Attached,Twitter Web App,padaria da ste
1307,1526159852669739010,Dyonilon | Official KFP Vacuum Cleaner No. 1 |,F,2021,cluster0,Topic3,Positive,False,Not Influential,29,222,1890,0,Highly active,No Media Attached,Twitter for Android,funny farm of no return
1308,1526159139239608321,elijah arredondo,M,2011,cluster0,Topic3,Neutral,False,Not Influential,627,329,13605,0,Highly active,No Media Attached,Twitter for iPhone,"San Antonio, TX"
1309,1526158989653856256,Mauricio,M,2020,cluster0,Topic0,Neutral,False,Not Influential,383,425,13501,0,Highly active,No Media Attached,Twitter for Android,"Montevideo, Uruguay"
1310,1526158502112407552,CryptoBots #NFT #EOS #WAX #AtomicHub #NeftyBlocks,Unknown,2021,cluster0,Topic3,Positive,False,Not Influential,226,1064,382,0,Highly active,No Media Attached,Twitter for Android,Sri Lanka 🇱🇰 
1311,1526158491848777730,Ana,F,2010,cluster0,Topic3,Neutral,False,Not Influential,1559,3380,13171,0,Highly active,No Media Attached,Twitter for iPhone,São Luxor do Maranhão
1312,1526158426476367873,dneelie,Unknown,2012,cluster0,Topic4,Neutral,False,Not Influential,36,229,12683,0,Highly active,No Media Attached,Twitter for iPhone,
1313,1526158406238838785,𝑩𝒂𝒃𝒂 𝑾𝒂 𝑽𝒊𝒋𝒂𝒏𝒂 🇹🇿|🇮🇱,Unknown,2013,cluster1,Topic3,Neutral,False,Influential,36542,1698,125925,0,Highly active,No Media Attached,Twitter for Android,Tanzania Israel
1314,1526158327222263808,mercury,N,2021,cluster0,Topic3,Positive,False,Not Influential,35,72,24,0,Not that active,No Media Attached,Twitter for iPhone,
1315,1526158092110643202,Abu Bakr,M,2022,cluster0,Topic3,Neutral,False,Not Influential,1,263,412,0,Highly active,No Media Attached,Twitter for Android,"Patwaristan, Khaamkha iss mein"
1316,1526158042223476736,COACH FRESH,M,2010,cluster0,Topic3,Positive,False,Not Influential,518,947,4488,0,Highly active,No Media Attached,Twitter for iPhone,Miamisburg ohio
1317,1526157627960479744,Wuddy Molf,F,2017,cluster0,Topic3,Neutral,False,Not Influential,610,732,30429,0,Highly active,No Media Attached,Twitter for iPad,Manchester
1318,1526157126271385600,Edward Hoja,M,2017,cluster3,Topic0,Neutral,False,Not Influential,1588,776,29026,0,Highly active,No Media Attached,Twitter for Android,"Lubanga, Geita (URT🇹🇿) "
1319,1526156790655688704,Bryan Ochoa,F,2020,cluster0,Topic3,Neutral,False,Not Influential,12,89,992,0,Highly active,No Media Attached,Twitter Web App,"California, USA"
1320,1526156335288446976,Republicans are terrorists,Unknown,2016,cluster0,Topic3,Positive,False,Not Influential,208,287,6689,0,Highly active,No Media Attached,Twitter for Android,"California, USA"
1321,1526156033785495552,Phoenix_madden,Unknown,2019,cluster0,Topic3,negative,False,Not Influential,205,338,137,0,Highly active,No Media Attached,Twitter for iPhone,Australia
1322,1526155914612355072,Glen,F,2020,cluster0,Topic3,Neutral,False,Not Influential,1560,1540,6162,0,Highly active,No Media Attached,Twitter Web App,Australia
1323,1526155750233415680,JunkFitter2,Unknown,2022,cluster3,Topic0,Neutral,False,Not Influential,6,130,661,0,Highly active,No Media Attached,Twitter for iPhone,
1324,1526155721053806592,Humanista ☮︎,Unknown,2020,cluster0,Topic3,Neutral,False,Not Influential,145,825,2926,0,Highly active,No Media Attached,Twitter Web App,
1325,1526155300939653120,Godwin M 🇹🇿🇮🇱,M,2011,cluster4,Topic3,Neutral,False,Not Influential,1050,3324,59325,0,Highly active,No Media Attached,Twitter for Android,Dar es salaam
1326,1526155228386627585,James ⚡,F,2010,cluster0,Topic3,Neutral,False,Not Influential,257,352,19309,0,Highly active,No Media Attached,Twitter for Android,Mt. Olympus
1327,1526155016381382656,Alan,F,2021,cluster0,Topic2,Positive,False,Not Influential,20,68,924,0,Highly active,No Media Attached,Twitter for Android,
1328,1526154925180428288,Kung Flu Panda,M,2016,cluster0,Topic0,Positive,False,Not Influential,117,86,2232,0,Highly active,No Media Attached,Twitter for iPhone,
1329,1526154898680823809,"ThomasMore AKA JakeBlues AKA Simon Templar, SAINT",Unknown,2022,cluster0,Topic3,Neutral,False,Not Influential,799,1337,4668,0,Highly active,No Media Attached,Twitter for iPhone,SOMEWHERE IN THE STRATOSPHERE
1330,1526154821187047424,Placebokarl🌸,Unknown,2010,cluster0,Topic3,negative,False,Not Influential,1369,1649,97474,0,Highly active,No Media Attached,Twitter Web App,Australia
1331,1526154204036968449,Den 🚗🏍️🚛🚐🏘️📸📻🔭🖖,F,2019,cluster0,Topic3,Neutral,False,Not Influential,197,279,6170,0,Highly active,No Media Attached,Twitter for Android,"The æther, Canadian sector"
1332,1526153821071757313,twolilsZ,Unknown,2021,cluster0,Topic0,Neutral,False,Not Influential,226,685,11233,0,Highly active,No Media Attached,Twitter for Android,"Oslo, Norway"
1333,1526153580322889731,Pat Amero,F,2020,cluster2,Topic3,Positive,False,Not Influential,474,667,11447,0,Highly active,No Media Attached,Twitter Web App,"Faro, Yukon T.  Canada 🍁"
1334,1526153459011026945,KeepItReal,Unknown,2016,cluster0,Topic3,Positive,False,Not Influential,595,354,1238,0,Highly active,No Media Attached,Twitter for iPhone,"New York, NY"
1335,1526153417630142465,Skelkran86,Unknown,2022,cluster0,Topic1,Neutral,False,Not Influential,7,133,223,0,Highly active,No Media Attached,Twitter Web App,Canada
1336,1526153103992827904,e くそくらえ,Unknown,2020,cluster0,Topic0,Neutral,False,Not Influential,24,99,271,0,Highly active,No Media Attached,Twitter Web App,
1337,1526152886283280384,joshino,M,2021,cluster0,Topic0,Neutral,False,Not Influential,4,17,3,0,Not that active,No Media Attached,Twitter for iPhone,"Rome, Lazio"
1338,1526152694573973504,🌌 Frédéric Lussignol,Unknown,2011,cluster0,Topic3,Neutral,False,Not Influential,60,427,351,0,Highly active,No Media Attached,Twitter for Android,"Les Angles, France"
1339,1526152420505423872,🦠🍷Jon 😎,F,2017,cluster0,Topic0,negative,False,Not Influential,230,268,10544,0,Highly active,No Media Attached,Twitter for iPhone,Bushrangers Bay
1340,1526152406135971841,Mansour Boucitta,M,2020,cluster0,Topic3,Neutral,False,Not Influential,17,128,30,0,Not that active,No Media Attached,Twitter for Android,nerd-vana
1341,1526152299483058177,Noel Bryant,F,2018,cluster0,Topic3,negative,False,Not Influential,35,103,3864,0,Highly active,No Media Attached,Twitter for Android,"Amphoe Pa Sang, Lamphun Provin"
1342,1526152092741685250,Say It Ain't So,F,2022,cluster0,Topic3,Positive,False,Not Influential,84,219,4100,0,Highly active,No Media Attached,Twitter Web App,
1343,1526151876206809088,A N,Unknown,2022,cluster0,Topic3,negative,False,Not Influential,5,73,568,0,Highly active,No Media Attached,Twitter for Android,nowhere
1344,1526151554570625025,G.Vosylius,Unknown,2009,cluster0,Topic0,Neutral,False,Not Influential,33,62,485,0,Highly active,No Media Attached,Twitter for iPhone,"Bergen , Norway"
1345,1526151195617730561,#FreeHinduTemples,Unknown,2020,cluster0,Topic3,Positive,False,Not Influential,6434,243,46811,0,Highly active,No Media Attached,Twitter for iPhone,PrayagRaj
1346,1526151047819022336,Wycliffe O. Theo.,Unknown,2015,cluster0,Topic0,Positive,False,Not Influential,1,62,86,0,Highly active,No Media Attached,Twitter for Android,Nigeria
1347,1526151015732592640,Dyslexia Bytes,Unknown,2019,cluster0,Topic3,Neutral,False,Not Influential,1556,1964,6044,0,Highly active,No Media Attached,Twitter for Android,"Yorkshire, UK"
1348,1526150966206136321,Mirkan Karakas,F,2019,cluster0,Topic3,Neutral,False,Not Influential,188,43,1553,0,Highly active,No Media Attached,Twitter for iPhone,
1349,1526150395713961984,The Fan That Jane Likes (Hayley),F,2010,cluster0,Topic3,Neutral,False,Not Influential,907,708,31613,0,Highly active,No Media Attached,Twitter for iPhone,"SE Queensland, Australia"
1350,1526150272359075840,AmIRight,Unknown,2021,cluster0,Topic0,Neutral,False,Not Influential,11,9,1024,0,Highly active,No Media Attached,Twitter Web App,
1351,1526149347422912512,FuseSparX.🅱️tc,Unknown,2021,cluster0,Topic3,Neutral,False,Not Influential,623,508,1948,0,Highly active,No Media Attached,Twitter for iPhone,
1352,1526149248844185601,KLC,Unknown,2021,cluster0,Topic3,Positive,False,Not Influential,57,48,1737,0,Highly active,No Media Attached,Twitter for iPhone,
1353,1526148909210472448,Mr.Universe (Bingi),Unknown,2020,cluster3,Topic3,Positive,False,Not Influential,44,627,1659,0,Highly active,No Media Attached,Twitter for Android,
1354,1526148304983183360,BuddhaBoy371🇿🇦🇾🇪,Unknown,2021,cluster0,Topic2,Neutral,False,Not Influential,615,670,20542,0,Highly active,No Media Attached,Twitter for Android,
1355,1526147972827951108,Rob De Rosa,F,2011,cluster0,Topic3,Neutral,False,Not Influential,577,1950,181,0,Highly active,No Media Attached,Twitter for Android,
1356,1526147923163193344,Neokyklos,Unknown,2020,cluster0,Topic3,Positive,False,Not Influential,26,29,664,0,Highly active,No Media Attached,Twitter Web App,Earth
1357,1526147888656822272,Prince 🇮🇪,F,2015,cluster0,Topic4,negative,False,Not Influential,755,775,43617,0,Highly active,No Media Attached,Twitter for Android,"Liverpool, England"
1358,1526147633202573313,Rob,F,2018,cluster5,Topic3,Neutral,False,Not Influential,2729,4645,16945,0,Highly active,No Media Attached,Twitter for Android,UK  /  📖 Tear
1359,1526147127822503943,Dark,M,2014,cluster0,Topic3,Neutral,False,Not Influential,3048,3511,7123,0,Highly active,No Media Attached,Twitter Web App,
1360,1526146965100081152,Denver Guy,F,2021,cluster0,Topic3,Neutral,False,Not Influential,54,76,8348,0,Highly active,No Media Attached,Twitter Web App,Denver
1361,1526146738196717570,⚽️ 'The Gitman' ⚽️,Unknown,2012,cluster1,Topic4,Neutral,False,Not Influential,185,560,10137,0,Highly active,No Media Attached,Twitter for Android,
1362,1526146295202717697,kohir peoples,F,2020,cluster0,Topic3,Neutral,False,Not Influential,4,78,1474,0,Highly active,No Media Attached,Twitter Web App,
1363,1526146186033364992,Anthonywiffle,Unknown,2022,cluster0,Topic3,Neutral,False,Not Influential,1,2,40,0,Not that active,No Media Attached,Twitter for iPhone,
1364,1526145979568648193,tallbrownie,Unknown,2020,cluster3,Topic2,Neutral,False,Not Influential,6,54,226,0,Highly active,No Media Attached,Twitter for iPhone,
1365,1526145960971149312,A Plain Account 🦬,Unknown,2019,cluster0,Topic5,Neutral,False,Not Influential,316,379,5029,0,Highly active,No Media Attached,Twitter for Android,
1366,1526145868776230912,Horace The Love Hippo,M,2021,cluster0,Topic2,Neutral,False,Not Influential,0,0,138,0,Highly active,No Media Attached,Twitter for Android,Swimming Around The Toronto
1367,1526145867618697216,Charlie Emerson,F,2013,cluster0,Topic2,negative,False,Not Influential,27,100,1157,0,Highly active,No Media Attached,Twitter for Android,Somewhere over the Atlantic
1368,1526145685996937216,Mu Major,F,2010,cluster0,Topic3,Neutral,False,Not Influential,276,545,5188,0,Highly active,No Media Attached,Twitter for Android,"Maine, USA"
1369,1526145610902130688,Nikolay Shkolnik,F,2022,cluster0,Topic2,negative,False,Not Influential,2,17,51,0,Highly active,No Media Attached,Twitter for Android,Israel
1370,1526145531776491521,🍀,Unknown,2021,cluster0,Topic0,Neutral,False,Not Influential,264,550,2579,0,Highly active,No Media Attached,Twitter for Android,
1371,1526145510473859072,12th Pass Inter Fail,F,2020,cluster0,Topic3,Positive,False,Not Influential,0,43,141,0,Highly active,No Media Attached,Twitter for Android,"Modi Mahal, New Delhi"
1372,1526145452768378881,Clausewitzian Future 🇬🇧,Unknown,2009,cluster1,Topic0,Neutral,False,Not Influential,434,769,16072,0,Highly active,No Media Attached,Twitter for Android,Kingdom of Mercia / Hull
1373,1526145216859750400,Circuitry,Unknown,2011,cluster0,Topic4,Neutral,False,Not Influential,108,203,1265,0,Highly active,No Media Attached,Twitter for iPhone,Chicago
1374,1526145214234210306,Mita,M,2009,cluster0,Topic0,Neutral,False,Not Influential,6577,2847,109882,0,Highly active,No Media Attached,Twitter for Android,
1375,1526145028283768833,Ovais shk,F,2021,cluster0,Topic3,Neutral,False,Not Influential,45,203,1682,0,Highly active,No Media Attached,Twitter for Android,
1376,1526144817016844288,Mr Wasgeht Siedasan,F,2017,cluster0,Topic3,Neutral,False,Not Influential,463,1957,8178,0,Highly active,No Media Attached,Twitter Web App,Rabbit Hole
1377,1526144760276451328,Vinod Jain,F,2021,cluster0,Topic3,Neutral,False,Not Influential,15,22,1947,0,Highly active,No Media Attached,Twitter for iPhone,
1378,1526144472186294275,Recoil,F,2017,cluster0,Topic3,Neutral,False,Not Influential,259,952,852,0,Highly active,No Media Attached,Twitter Web App,
1379,1526144220217868289,J Orr,M,2021,cluster0,Topic3,Positive,False,Not Influential,2,10,77,0,Highly active,No Media Attached,Twitter for Android,
1380,1526144014440882176,Rob Costell,F,2013,cluster5,Topic0,Neutral,False,Not Influential,508,2279,10493,0,Highly active,No Media Attached,Twitter for iPhone,"Perrysburg, Ohio"
1381,1526143998129479681,Manon 🌸💋,F,2009,cluster0,Topic0,Neutral,False,Not Influential,5070,628,20979,0,Highly active,No Media Attached,Twitter for iPhone,She/Her
1382,1526143819523104768,sarwism,Unknown,2022,cluster0,Topic3,Neutral,False,Not Influential,5,626,11,0,Not that active,No Media Attached,Twitter for Android,Earth 
1383,1526143741190447104,J O E L,M,2020,cluster0,Topic3,Positive,False,Not Influential,7006,7101,3709,0,Highly active,No Media Attached,Twitter for Android,
1384,1526143725528788992,Trader Rick,M,2021,cluster3,Topic3,negative,False,Not Influential,6,76,153,0,Highly active,No Media Attached,Twitter for iPhone,
1385,1526143478840827908,Bridget Joyce Boyle,F,2017,cluster0,Topic0,Neutral,False,Not Influential,584,905,13752,0,Highly active,No Media Attached,Twitter Web App,"New Hampshire, USA"
1386,1526143363073835011,abettertomorrow,Unknown,2018,cluster2,Topic3,Neutral,False,Not Influential,2657,4886,201465,0,Highly active,No Media Attached,Twitter for iPhone,"Philadelphia, PA"
1387,1526143099633901568,Dave Lee,F,2011,cluster0,Topic2,negative,False,Not Influential,87,370,2028,0,Highly active,No Media Attached,Twitter for iPhone,
1388,1526142734704197632,Ism yozilgan joy,F,2022,cluster0,Topic3,Neutral,False,Not Influential,4,20,17,0,Not that active,No Media Attached,Twitter for Android,"New York, USA"
1389,1526142643222327296,Mike Adams,F,2014,cluster0,Topic3,Neutral,False,Not Influential,892,2028,17219,0,Highly active,No Media Attached,Twitter for Android,"Highlands, Scotland"
1390,1526142116056940545,Julien Masson,F,2022,cluster0,Topic3,Neutral,False,Not Influential,0,16,10,0,Not that active,No Media Attached,Twitter Web App,
1391,1526141587603988480,CurrentEvents,Unknown,2009,cluster0,Topic3,Positive,False,Not Influential,371,1734,11403,0,Highly active,No Media Attached,Twitter Web App,
1392,1526141113576341504,🌹Jamie,F,2011,cluster0,Topic1,Neutral,False,Not Influential,718,2551,36604,0,Highly active,No Media Attached,Twitter for Android,
1393,1526140655390572545,Shin,F,2020,cluster0,Topic0,Neutral,False,Not Influential,192,788,2473,0,Highly active,No Media Attached,Twitter Web App,
1394,1526140434497646592,CCX,Unknown,2016,cluster0,Topic3,Neutral,False,Not Influential,446,730,8364,1,Highly active,No Media Attached,Twitter Web App,Nancy
1395,1526140372119871488,🥦 Anton 🔴🟢😷💉,Unknown,2020,cluster0,Topic3,negative,False,Not Influential,107,254,1084,0,Highly active,No Media Attached,Twitter for Android,NRW 
1396,1526140306504179712,Psicodalia,Unknown,2011,cluster0,Topic3,Neutral,False,Not Influential,585,340,13022,0,Highly active,No Media Attached,Twitter Web App, El Bierzo/Iruñea.
1397,1526140056657965063,Katia kyriakoudes,F,2011,cluster1,Topic3,negative,False,Influential,15636,65,763,2,Highly active,No Media Attached,Twitter for iPhone,
